Unnamed: 0,Tweet,len,metrics,source
375,i   p r e f e r   g a g g i   p u n c h l i n   b a r e   y e a h   i   f e e l   l i k e   h a r l e y   j o k e r   w o r k   b e s t   t o g e t h   p u n c h l i n   c a s h   g r a b   n e w e r   r e a d e r   t r i   c o m p e t   m a r v e l   e v e r   g r o w   f a n   b a s e   s t e m   m o v i   a l w a y   t o x i c,180,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
376,b a t m a n   1   5   m o v i   c l i p   y o u   c a n   c a l l   m e   j o k e r   1 9 8 9   h d   h t t p   c o   i s d a a r n i e j   v i a,75,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
377,j o k e r   b a t m a n   m o v i   p r o b l e m   w   c h e m i c,38,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
378,j o k e r   m o v i   g o o d,16,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
379,o m g   c u t e   d a y   m o v i   o n e   j o k e r   y e   p r o d u c t   m a r   i c o n   h o n e s t l i   d o n e   m u c h   y e t   s t i l l   e a r l i   w o k e   a t e   p a n c a k   c a l l   i r l   w a t c h   n e t f l i x   e p i s o d   s t a r t   s t u d i   f i n a l   s a d l i,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
380,t h e   j o k e r   m o v i   l o l,19,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 1}",Twitter for iPhone
381,o k   c h a r m   d a r l   r a p e   c h a r m   w a i t   g o t   g a y   c h a r a c t   e   n s i o n   j o k e r   b a t   g i r l   m i n d   g a m e   o k   i   n e e d   w a t c h   m o v i,112,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
382,j u s t   r e m e m b   m o v i   t h e a t e r   i   w o r k   h i r e   s e c u r   g u a r d   s h o w   j o k e r,71,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 16, 'quote_count': 0}",Twitter for iPhone
383,i   h a t e   f u c k e r   p a s s i o n   w h o l e   m o v i   r u i n   f r e d d i   r e p u t   l i k e   j a r e   l e t o   j o k e r   s u c k   c a u s   a c t o r   b a d   s c r i p t   s h o t   m o v i   m a k e r   e v e n   c o n s u l t   w e   m a k e   r e m a r k,158,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
384,f   c k   t a l k   d o g   a t t e n t   w h   y o u   s o u n d   l i k e   v i l l a i n   s h i t t i   m o v i   n o t   c o o l   v i l l a i n   l i k e   t h e   j o k e r   t h e   g r i n c h   l i k e   c r u e l l a   d e v i l,130,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
385,f e m a l   j o k e r   m o v i   j a r e   l e t o   i n s p i r   l o o k   w o u l d   a m a z,57,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
386,h e i g h t   5   1 0   a g e   1 7   f a v   m o v i   j o k e r   f a v e   p h i l o s o p h   y m   d r e a m   v a c a t   j a p a n   f a v e   v i d e o g a m   k i n g d o m   h e a r t   1   2   a n i   s u p e r p o w   t e l e p o r t   i m m o r t   f a v   a n i m   m o n k e y   c h i m p a n z e   r e d   p a n d a   h t t p   c o   2 p 3 s j c c j e k,212,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",Twitter for iPhone
387,i n   t e a r   t h i   l i k e   p l o t   j o k e r   m o v i   h t t p   c o   s k c g 0 u 4 l t a,55,"{'retweet_count': 11, 'reply_count': 13, 'like_count': 149, 'quote_count': 0}",Twitter for Android
388,m a i n   c r i t i q u   u s   w a s n t   g o o d   b l a h   b l a h   b l a h   j o k e r   w a s n t   m i d   m o v i   t i m e   g r a n t   j o a q u i n   a t e   r o l e   m o v i   g i v e   m a d e   s e e m   l i k e   g i v e,127,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
389,i t   b a d   j o k e r   m o v i   k i l l,25,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
390,l a s t   m o v i   s a w   j o k e r,20,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
391,t h i n k   c o n v i n c   w h o l e   f a m i l i   w a t c h   j o k e r   l e f t   m o v i   t h e a t e r   h e a d a c h,71,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 23, 'quote_count': 0}",Twitter for iPhone
392,j o k e r   m o v i   e v e r y b o d i   t o   b e s t   s i n g l   m o v i   l a s t   y e a r   g o t   a t t e n t   d e s e r v   t h e   p r o t a g o n i s t   o s c a r   b e s t   m a l e   a c t   2 0 1 9   a m o n g s t   n u m e r   a w a r d,140,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
393,p o v   t e l l   i n c e l   c l a s s m a t   j o k e r   b a d   m o v i   h t t p   c o   y 8 x i s 0 g k 5 0,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
394,i   t o l d   c e l e b r   i   l o o k   l i k e   o n e   t i m e   h i g h   s c h o o l   g i r l   t o l d   b a t m a n   b a c k s t o r i   t h r i l l e r   m o v i   l i k e   j o k e r   p e n g u i n   i   w o u l d   p e r f e c t   a c t o r   p l a y   p e n g u i n   h t t p   c o   k h p h 2 y j p m l,165,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
395,y e a   a q u a m a n   a c t u a l   p r e t t i   g o o d   d c   m o v i   o n e   f a v   j o k e r   h a p p e n   r e p l a c   e m i l i a   c l a r k   p l e a s   d o n t   l i k e   a m b e r,110,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone
396,n e e d   m e n t a l   h e a l t h   a s y l u m   i   s e r i o u s   d o u b t   u p b r i n g   w e l l   y o u r   s h i t t i   j o k e   d o n t   m a k e   l a u g h   t h a t   m a d   e v e n   j o k e r   m o v i   f u n n i e r   j o k e   c a m e   o u t t a   p o t t i   m o u t h   m a y   p a r e n t   l e a r n   b a d   j o k e,183,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
397,c o u r s   l e t o   j o k e r   m a d e   m o v i   h a r l e y   r e a l l i   l o v e   l i k e   c o m i c   u s e,64,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
398,s o   s t a n d   a l o n   j o k e r   m o v i   s o   l e t   g e t   s t r a i g h t   t h e r e   m o r b i u   g o t   p u s h   b a c k   l i k e   y e a r   t h e   l i t t l   t h i n g   w a r h o l   t r o n   j o k e r   d a m n   b o y   h o t   c o m m o d   t o u r   p a n d e m   l o l,166,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
399,n e w   s o n g   j a r e   j o k e r   s o l o   m o v i,31,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
400,w a i t   w a s n   z a c k   s n y d e r   s c r a p   a y e r   c u t   f l o o r   u s e   j o k e r   l e s s   v e r s i o n   n o w   m a k e   j o k e r   m o v i   j a r e   s t a r   i   c o n f u s   l o l,118,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
401,b a d   t r e a t m e n t   m e n t a l   i l l   m a k e   m a t t e r   w o r s   d e f i n i t   j o k e r   m o v i   g o o d   j o b   s h o w   a g r e   h a t e   i n c e l   a n s w e r   e s p e c i   m e n t a l   i l l   n e e d   b e t t e r   m e n t a l   h e a l t h   r e s o u r c   n e e d   d e s t i g m a t   l o o k   h e l p,203,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
402,h e y   j f   s o r r i   b o t h e r   k n o w   j f g   l i v e s t r e a m   a r c h i v i s t   m o v i   r e v i e w   i   w a n t   s e e   t w o   t e n e t   w a t c h   m o v i   i   r e m e m b   g r e a t l i   e n j o y   r e v i e w   a m e r i c a n   h i s t o r i   x   j o k e r   m a y b   o n e   r e g u l a r   c h a t   i n f o r m,192,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
403,h o w   t r u m p   t h e   j o k e r   n e x t   b a t m a n   m o v i,37,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
404,s e t   d e s i g n   m o v i   m a k e   c e r t a i n   s c e n e   l o o k   l i k e   c a m e   f u c k   j o k e r   h t t p   c o   7 0 o t e n r w 5 d,86,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter Web App
405,t h e   b a t m a n   k e v i n   c o n r o y   r e a c t   t o   t r a i l e r   a n i m   s e r i   r e f e r   s c r e e n   r a n t   h t t p   c o   h q l t h 6 n q 2 c,99,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",IFTTT
406,h o w   t h r e a d   p e o p l   t a k e   m o v i   j o k e r   h t t p   c o   r g a f w x k c y p,55,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
407,y o u   j o k e r   w h o   w o u l d   w a n t   m o v i,30,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
408,i   t h i n k   s e e m   l i k e   t r u m p   c r o n i   v i l l a i n   b a t m a n   m o v i   t r u m p   j o k e r   r u d i   p e n g u i n   i v e   n e v e r   s e e n   h a r r i   p o t t e r,107,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
409,w e l l   y e a h   t h a t   i d e a   j u s t   r i p   t a r a n t i n o   l i t t l   b i t   m a l i c k   j o k e r   2   p i c k   d i f f e r   a u t e u r   s t e a l   e v e r i   t o d d   p h i l l i p   d c   m o v i,121,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
410,y e a h   f a i r   b a t m a n   a l l o w   e x p l i c i t l i   n o n   s t r a i g h t   m a n i   d u d e   b r o   p r o j e c t   s i m i l a r   t h i n g   h a p p e n   j o k e r   l i k e   t i m   b u r t o n   b a t m a n   m o v i   j o k e r   n e v e r   f e m a l   l o v e   i n t e r e s t   w r i t t e n   r e a l l i   g a y   g e n e r,189,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
411,s a m e   i   s t o p   b o p   r e v i e w   c o n s t a n t   n e e d   s h i t   j o k e r   s o n i c   i   m e a n   s o n i c   r e v i e w   b a d   c o m e   b a c k   h a l f   h e a r t e d l i   m a k e   a p o l o g   v i d e o   i t   f i n e   l i k e   m o v i   b i a   r e a l l i   s t a r t   s h o w,169,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
412,j o k e r   g o o d   m o v i   a n y w a y,23,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
413,t h e   d a r k   k n i g h t   t r i l o g   p r o b   f a v   m o v i   s e r i   o a t   t h e n   i   h u g e   d c   c o m i c   f a n   a n d   i   p e r s o n   t h i n k   l e d g e r   a c t   b e t t e r   f o r   p e r f e c t   j o k e r   n o w   p h o e n i x   a l s o   g o o d   i   l o v e   j o k e r   m o v i   h e   p l a y   j o k e r   r e a l l i   w e l l,207,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
414,j o k e r   m o v i   r e m i n d   b r i t i s h,27,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Cheap Bots, Done Quick!"
415,u n i r o n   j o k e r   t h o u g h   m o v i   m a k e   w a n t   c h a i n s m o k   i   e v e n   l i k e   c i g a r e t t   h t t p   c o   h a b z l b k p 7 6,96,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
416,t h e   n e w   j o k e r   m o v i   i   l o v e,26,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
417,i t   l i k e   t h e   l e g o   b a t m a n   m o v i   j o k e r   b a t m a n,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
418,h o l i   s h i t   l i k e   m o v i   t h e   j o k e r,30,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
419,a f t e r   m a n i   d a y   f i l m   f i n a l   m a n a g   m o v e   t e a r   l a s t   t i m e   j o k e r   c a n   a r t i c u l   g o o d   m o v i   t h e r e   s e v e r   m o m e n t   f i l m   i   b r o k e   c r i   t i g h t   s l i p p e r   e v e r y o n   d o u b t   h t t p   c o   v 8 z r p v u x h b,182,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for Android
420,p e r s o n a   5   h a t e b o n   s t r o n g   p e o p l   f u c k   d e s p i s   i d e a   n e w   j o k e r   m o v i   t a k e   i n s p i r   h t t p   c o   4 t a 4 b p 4 t s f   h t t p   c o   7 d v h t v p x 1 n,129,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 14, 'quote_count': 0}",Twitter Web App
421,w o u l d   w a t c h   n e w   j o k e r   m o v i   h t t p   c o   t e e z l a f w n 2,47,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
422,t h e   m a i n   c h a r a c t   l a s t   j o k e r   m o v i   s e r i o u   i n   f a c t   i   t h i n k   m a y   j o a q u i n   h t t p   c o   7 i r a o d g b q g,91,"{'retweet_count': 8, 'reply_count': 2, 'like_count': 21, 'quote_count': 0}",Twitter for Android
423,t h o u g h   i   l o v e   j o k e   i   l o v e   l i m i t   j o y   i   g e t   j o k e   n o t h   e x c e p t   t a l e n t   i   d e v e l o p   p h o b i a   m o v i   j o k e r   m o v i   i   d e c i d   s e e   t h e n   i   m a d e   d e c i s   t i m e   m o v i   s h o w   e v e n   f o x   t v   b l o c k   h t t p   c o   g o 5 1 u f c f d 7,209,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
424,a d v a n c   m o v i   a n d   j o k e r   c o s p l a y   t h a t   a c t u a l   s o u n d   b e t t e r   o r i g i n   w i s h   h t t p   c o   n j e d 0 y l e r o,93,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
425,t h e   j o k e r   m o v i   h t t p   c o   b t z i e j x 6 v,35,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android
426,g o l d b e r g   e n d   t i t l   r e i g n   w o r s t   c h a r a c t   h i s t o r i   p r o f e s s i o n   w r e s t l   t h e   f a c t   e q u a t   t h r e e   t e l l   p r o b a b l   t h i n k   t h e   j o k e r   g r e a t e s t   m o v i   e v e r   i t   s o c i e t i   f a u l t   i n c e l   p l e a s   r e m e m b   h t t p   c o   h f k n h z x k 8 g,207,"{'retweet_count': 20, 'reply_count': 4, 'like_count': 67, 'quote_count': 0}",Twitter Web App
427,r e a l l i   d i s a p p o i n t   j o k e r   p a c k   i   b o u g h t   s t r a i g h t   a w a y   l o o k   l i k e   o n e   m o v i   j o k e r   w a y   a q u a m a n   l a s t   s e a s o n   a   j o a q u i n   p h o e n i x   j o k e r   w o u l d   a m a z,144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
428,s o m e o n   n e e d   m a k e   d i s t u r b   c o v e r   w e   b u i l t   c i t i   p u t   n e x t   j o k e r   m o v i   j o a q u i n   p l a y   j h n s d f i j h n s d,97,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
429,l e t   h e l p   b r o   i   h e a r d   w a n n a   d a r k   k n i g h t   r e t u r n   m o v i   l a i d   g r o u n d w o r k   b v   n   j o k e r   r e s t   g o t t a   f i n d   w a y   c o m b i n   t w o,112,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
430,i t   c a s t   n e x t   j o k e r   m o v i,24,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
431,t h e   m a x x   i c o n   c h a r a c t   i   t h i n k   p e o p l   n e e d   s e e   d r a w   a w a r   m e n t a l   i l l   t h e   m a x x   g i v e   s e n s   h o p e   t h e   j o k e r   p a v e   w a y   o n e   m o v i   s m a l l   c o m p a r i s o n   i   f e e l   t i m e   a r o u n d   t h e   m a x x   m o v i   h a p p e n,198,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
432,h o n e s t l i   t h i n k   i m   s t a r t   s e e   a p p e a l   s h i t t i   j o k e r   m o v i,56,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for Android
433,l i v e   s o c i e t i   t h i n k   j o k e r   b e s t   m o v i   h i s t o r i   p r o b a b l,53,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",Twitter Web App
434,s h o w   b o y   m o v i   j o k e r,21,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter Web App
435,t h a t   w e   m a y   s e e   h i   r e d u c   h t t p   c o   b u 2 z r s d e z d,46,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Revive Social App
436,s h i t   l i t e r   p e r f e c t   m o v i   i   f o u n d   c r a z i e s t   f u n   f a c t   h e a t h   l e d g e r   b a s e   j o k e r   v i l l a i n   t h e   p r o f e s s i o n   s h e e s h,112,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
437,w h a t   i   s a y   f o r m u l a   w o r k   j o k e r   n e w   j o k e r   j o k e r   c o m i c   b o o k   i t   m e a n   w o r k   b a t m a n   m o v i,88,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
438,i m   w a t c h   t h e   j o k e r   t h   m o v i   s i c k,36,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone
439,l o l   n o t h   c o p i   t h i n k   b y   c o n c e p t   m a r v e l   s t o l e   l i v e   a c t i o n   s u p e r h e r o   m o v i   c o n c e p t   d c   f i l m   s e t   m o v i   u n i v e r s   f i r s t   d o n e   n o l a n   b a t m a n   b e g i n   j o k e r   t e a s   s h o w n   j i m   g o r d o n   b a t m a n,181,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web App
440,i f   a s k   a y e r   c u t   c o m e   t s s   g o o d   i d e a   c a u s   a y e r   c u t   h y p e   z s j l   a w e s o m   j o k e r   g e t   e y e   m o v i   e v e r y o n   s h o c k   b e t t e r   t h e n   l i k e   w a n t   s u i c i d   s q u a d   t s s   g u n n,152,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for Android
441,t h i   w h o l e   t h i n g   f o l d   l i k e   b a d   j o k e r   m o v i   f e n t a n y l   c c p   d u m p   a m e r i c a   k i l l   5 0 k   a m e r i c a n   g e o r g   f l o y d   h i g h   c a u s   1 0 0   b i l l i o n   d a m a g   a m e r i c a n   e c o n o m i   m e a n w h i l   m s m   b i g   t e c h   b u s i   e l e c t   c o r r u p t   p r o   c h i n a   b i d e n,216,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
442,i f   i   p o s t   e n t i r   j o k e r   m o v i   o n t o   y o u t u b   i   s t r i k e   w b   p o s t   m o v i   w h o e v e r   o w n   r i g h t   r o c k   r o l l   p a r t   2,105,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
443,j o k e r   e v e r i   b a t m a n   m o v i   r a n k   f r o m   l e a s t   m o s t   k i d   f r i e n d l i   h t t p   c o   t e g e 0 j v b m g   h t t p   c o   j a r i g c l v 0 1,100,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Zapier.com
444,i   s i m i l a r   c o n c e r n   r e g a r d   o r i g i n   s c r i p t   w a t c h   t r a i l e r   i   d o n t   t h i n k   t h t   a l o n   g o n n a   m a k e   m o v i   t r a i n w r e c k   h o w   m u c h   w o u l d   r a t e   j o k e r   1 0   w a t   u r   f a v   d c   m o v i   r e l e a s   p s t   d e c a d,182,"{'retweet_count': 0, 'reply_count': 5, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
445,m a t t e r   m o v i   t e l l   o n e   p e r s o n   c o u l d   s a y   j o k e r   t r u l i   c r e a t   e n d   d a y   t a k e   j o e   c h i l l   s p o t   m a t t e r   j o k e r   n e v e r   t o p   a c t   h t t p   c o   b 2 h q x c i p h f,133,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 8, 'quote_count': 0}",Twitter Web App
446,i   b e l i e v   d e c e p t   t a k e n   d e m   g a v e   b r i n g   d i s a f f e c t   g o p   v o t e r   b a s i c   p i l e   c a s h   b u r n   l i k e   b a t m a n   m o v i   o v e r r   j o k e r   p e r f o r m,138,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
447,o h h   j o k e r   m o v i   h i n t   c h a n g s u b   d a n c   l i k e   j o k e r   t h o,52,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for Android
448,y u r i   y i r a n g   g i v e   j o k e r   x   h a r l e y   v i b e   c o m p l a i n   a l s o   w a n t   m o v i,66,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for Android
449,i   w a t c h   j o k e r   m o v i   i   h e a r   p r e t t i   g o o d,40,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
450,t h e   j o k e r   m o v i   d a r k e r   b e t t e r   s e t   h t t p   c o   v i 7 z h i y g 1 l,53,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
451,m y   d m   g i v e   d w a r v   c h i c a n o   a c c e n t   i t   a d d   f l a v o r   i   f e e l   l i k e   i   o r d e r   w e a p o n   b a b i   j o k e r   m o v i   f r i d a y   h t t p   c o   o y z m h l u h r t   h t t p   c o   6 q c j i d x c v f,144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
452,w i l l   a n i m   b a t m a n   j o k e r   w a r   g e t   m o v i   a n i m   f o r m   i   h o p e,60,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
453,r e m e m b   s u f f e r   p e o p l   a c t   l i k e   j o k e r   c i n e m a t   a c h i e v   s o m e t h   c o n s e q u   s a y   a l m o s t   c u l t u r   e m b a r a s s   h o p   d a r k   k n i g h t   a d o r   m o v i   d r o p,161,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Fenix 2
454,p l e a s   i   l o v e   j o k e r   m o v i   m u c h   w a y   d a n c   e x a c t l i   l i k e   h t t p   c o   l 5 w k w j d p y p,73,"{'retweet_count': 15, 'reply_count': 0, 'like_count': 36, 'quote_count': 6}",Twitter for Android
455,r e q u e s t   p l e a s   f e a t u r   a   b   c   z   t h e   m e m b e r   s h o t a   t o t s u k a   b i r t h d a y   f r i d a y   a   l o v e   h a n d s o m   m a n   l o o k   g o o d   g r e e n   h a i r   l i k e   m o v i   j o k e r   h t t p   c o   c 1 y 1 8 u b a 2 0   a   b   c   z   g a m e   o v e r,170,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android
456,m o v i   f r e a k   l i k e   t i l l   d a t e   i   s e e n   j o k e r   h t t p   c o   r t b f 3 x b z s 4,59,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
457,i   l o v e   j o k e r   m o v i   f t   j a r e   l e t o   h t t p   c o   f r t 9 k u n 9 4 h,52,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
458,m a n   i   r e m e m b   t i m e   i   o b s e s s   j o k e r   m o v i,42,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone
459,l o o k   l i k e   a u d i t   c a l l   d e a d p o o l   n e w   j o k e r   m o v i,49,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
460,i   k n o w   i   o n e   t h o u g h t   j o k e r   m o v i   m f   h i l a r i,45,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web App
461,b o t h   b u r t o n   m o v i   j o k e r   m a k e   j o k e r   r e s p o n s   b a t m a n   i t   h o n e s t l i   l e a s t   f a v o r i t   p a r t   j o k e r   m o v i   r e a l l i   s a y   a n y t h   b u t   c o m i c   n e v e r   w e n t   f a r   v e r s i o n   o n t o   c o m i c   h t t p   c o   z a f f w m 3 x e j,183,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 19, 'quote_count': 0}",Twitter Web App
462,g u y   f a v o u r i t   m o v i   e i t h e r   t h e   w o l f   w a l l   s t r e e t   f i g h t   c l u b   j o k e r   h t t p   c o   m 3 v m l m 9 6 y x,85,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
463,i f   n o b o d i   w a n t   r   r a t e   s t u f f   c o m e   f a n   f o r c   f i x   m a k e   m o v i   h u g e   s u c c e s s   h o w   c o m e   j o k e r   m a d e   b i l l i o n   a n d   i   m e a n   r   r a t e   i   m e a n   m a t u r   c o n t e n t   p o r n   l i k e   d a r e d e v i l   l i k e   u p c o m   m o o n   k n i g h t   f i l m   r   r a t e   s i n c   g o r i,213,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
464,s a d   h o n k i   t o n k   m a n   d i e   e v e n   s a d d e r   n e v e r   g o t   s e e   t h e   j o k e r   m o v i,65,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",twittbot.net
465,t h e y   t o o k   j o k e r   m o v i   p e r s o n,32,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web App
466,o   b o y   i   t h i n k   s a y   n a   i   l o v e   m o v i   d i e   i m o   j o a c q u i n   j o k e r   g o o d   l e d g e r   j o k e r,74,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter Web App
467,i   s t i l l   k n o w   i   t h i n k   j o k e r   m o v i,32,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone
468,t h a t   j o k e r   m o v i   2   1 0,21,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android
469,w o u l d   j o k e r   h o u s e m   r e a l i s   m o v i   s t a r t   9 p m   l e a v   h o u s   t a k e   2 0   m i n u t   t r a i n   c i n e m a   a t   9 p m,94,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web App
